year,gdp,total_population,inequality_measure,control_of_corruption,rule_of_law,government_effectiveness,political_stability,voice_and_accountability,regulatory_quality,attacks,log_attacks
1985,3.4299037889400164,11426852.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,38.41653072321914,3.6741852898155956
1986,3.4299037889400164,11420074.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,38.41653072321914,3.6741852898155956
1987,3.4299037889400164,11387818.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,1.0,0.6931471805599453
1988,3.4299037889400164,11523298.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,11.0,2.4849066497880004
1989,3.4299037889400164,11874088.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,10.0,2.3978952727983707
1990,3.4299037889400164,12045660.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,2.0,1.0986122886681098
1991,3.4299037889400164,12238879.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,30.0,3.4339872044851463
1992,3.4299037889400164,13278974.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,36.0,3.6109179126442243
1993,3.4299037889400164,14943172.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,38.41653072321914,3.6741852898155956
1994,3.4299037889400164,16250794.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,9.0,2.302585092994046
1995,3.4299037889400164,17065836.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,6.0,1.9459101490553132
1996,3.4299037889400164,17763266.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,4.0,1.6094379124341003
1997,3.4299037889400164,18452091.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,1.0,0.6931471805599453
1998,3.4299037889400164,19159996.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,1.0,0.6931471805599453
1999,3.4299037889400164,19887785.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,9.0,2.302585092994046
2000,3.4299037889400164,20130327.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,14.0,2.70805020110221
2001,-9.43197407,20284307.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,14.0,2.70805020110221
2002,28.60000117,21378117.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,38.0,3.6635616461296463
2003,8.832277803,22733049.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.4591813785624212,0.4963422870542636,100.0,4.61512051684126
2004,1.414117993,23560654.0,0.4095,0.0,0.075,0.25,0.1875,0.0,0.1071429,88.0,4.48863636973214
2005,11.22971483,24404567.0,0.4095,0.0,0.075,0.25,0.0625,0.0,0.1071429,155.0,5.049856007249537
2006,5.357403247,25424094.0,0.4095,0.0,0.025,0.0,0.0625,0.102,0.1071429,283.0,5.648974238161206
2007,13.82631955,25909852.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.306,0.4963422870542636,342.0,5.8377304471659395
2008,3.92498382,26482622.0,0.4095,0.32848837209302323,0.4802451191472869,0.35523255813953486,0.5516472868217054,0.302,0.4963422870542636,414.0,6.028278520230698
2009,21.39052839,27466101.0,0.3982,0.0,0.075,0.0,0.125,0.1006667,0.1071429,503.0,6.222576268071369
2010,14.36244147,28284089.0,0.3948,0.0,0.075,0.0,0.125,0.0826667,0.1071429,542.0,6.297109319933935
2011,0.426354777,29347708.0,0.3846,0.0,0.075,0.0,0.125,0.0826667,0.1071429,421.0,6.045005314036012
2012,12.75228709,30560034.0,0.378,0.0,0.075,0.0,0.125,0.0826667,0.1071429,1469.0,7.293017679772782
2013,5.600744659,31622704.0,0.3826,0.0,0.075,0.0,0.125,0.0826667,0.1071429,1443.0,7.275172319452771
2014,2.724543362,32792523.0,0.3861,0.0,0.075,0.0,0.125,0.0923333,0.1071429,1824.0,7.509335266016592
2015,1.451314661,33831764.0,0.3885,0.0,0.075,0.0,0.125,0.0923333,0.1428571,1928.0,7.564757012905729
